item word word_untagged logFreq orthN length consistency AoA phonemeN
4907 spoofs spoof 0.05 3 6 0.75 14 5
4908 spook spook 0.089443 6 5 0.166667 14 4
4909 spooks spook 0.089443 3 6 0.111111 14 5
4910 spool spool 0.228035 6 5 0.888889 14 4
4911 spools spool 0.141421 5 6 0.875 12 5
4912 spoon spoon 0.428952 5 5 1 6 4
4913 spoons spoon 0.248998 3 6 1 7 5
4914 spoor spoor 0.05 4 5 1 14 4
4915 spore spore 0.209762 9 5 1 13 4
4916 spores spore 0.376829 6 6 1 12 5
4917 sport sport 0.483735 5 5 1 4 5
4918 sports sport 0.565685 3 6 1 4 6
4919 spot spot 0.897775 7 4 1 3 4
4920 spots spot 0.560357 4 5 1 5 5
4921 spouse spouse 0.05 0 6 0.888889 11 4
4922 spout spout 0.240832 5 5 1 12 4
4923 spouts spout 0.07746 4 6 1 14 5
4924 sprain sprain 0.05 1 6 1 14 5
4925 sprained sprain 0.05 0 8 1 14 6
4926 sprains sprain 0.05 1 7 1 14 6
4927 sprat sprat 0.05 2 5 0.888889 14 5
4928 sprawl sprawl 0.1 1 6 1 14 5
4929 sprawled sprawl 0.173205 1 8 1 11 6
4930 sprawls sprawl 0.063246 1 7 1 14 6
4931 spray spray 0.379473 3 5 0.933333 5 4
4932 sprays spray 0.178885 0 6 0.857143 10 5
4933 spread spread 1 0 6 0.571429 3 5
4934 spree spree 0.063246 1 5 1 14 4
4935 sprees spree 0.05 0 6 1 14 5
4936 sprig sprig 0.063246 1 5 1 14 5
4937 sprigs sprig 0.07746 0 6 1 14 6
4938 spring spring 1 2 6 1 2 6
4939 springs spring 0.419524 1 7 1 5 7
4940 sprint sprint 0.126491 1 6 0.923077 14 6
4941 sprit sprit 0.1 3 5 1 14 5
4942 sprite sprite 0.07746 0 6 0.928571 14 5
4943 sprites sprite 0.089443 0 7 0.9 14 6
4944 sprout sprout 0.178885 0 6 1 11 5
4945 spruce spruce 0.279285 0 6 1 6 5
4946 spud spud 0.05 4 4 1 14 4
4947 spume spume 0.05 0 5 0.5 14 4
4948 spun spin 0.360555 6 4 1 5 4
4949 spunk spunk 0.07746 4 5 1 14 5
4950 spur spur 0.219089 4 4 1 12 4
4951 spurn spurn 0.05 2 5 1 14 5
4952 spurned spurn 0.05 0 7 1 14 6
4953 spurns spurn 0.05 1 6 1 14 6
4954 spurs spur 0.223607 3 5 1 10 5
4955 spurt spurt 0.154919 3 5 1 11 5
4956 spurts spurt 0.167332 2 6 1 12 6
4957 spy spy 0.293258 7 3 1 9 3
4958 squab squab 0.05 4 5 1 14 5
4959 squad squad 0.178885 4 5 0.157895 8 5
4960 squads squad 0.063246 1 6 0.0833333 14 6
4961 squall squall 0.148324 0 6 0.933333 14 5
4962 squalls squall 0.05 0 7 1 14 6
4963 square square 1 1 6 0.05 4 5
4964 squares square 0.604979 1 7 0.0588235 7 6
4965 squash squash 0.309839 6 6 0.16 7 5
4966 squash squash 0.309839 6 6 0.16 7 5
4967 squat squat 0.178885 3 5 0.0740741 12 5
4968 squaw squaw 0.178885 3 5 1 14 4
4969 squawk squawk 0.141421 1 6 1 14 5
4970 squaws squaw 0.154919 2 6 1 14 5
4971 squeak squeak 0.252982 1 6 0.866667 14 5
4972 squeal squeal 0.161245 1 6 1 14 5
4973 squeeze squeeze 0.32249 0 7 1 7 5
4974 squelch squelch 0.05 0 7 1 14 6
4975 squib squib 0.05 2 5 1 14 5
4976 squid squid 0.194936 2 5 1 11 5
4977 squint squint 0.07746 1 6 0.923077 14 6
4978 squire squire 0.161245 3 6 1 11 5
4979 squires squire 0.07746 1 7 1 14 6
4980 squirm squirm 0.1 2 6 1 14 6
4981 squirt squirt 0.154919 3 6 1 14 6
4982 stab stab 0.173205 7 4 1 14 4
4983 stabs stab 0.07746 7 5 1 14 5
4984 stack stack 0.286356 9 5 1 7 4
4985 stacked stack 0.268328 2 7 1 6 5
4986 stacks stack 0.161245 7 6 1 10 5
4987 staff staff 0.572713 2 5 1 5 4
4988 staffs staff 0.148324 1 6 1 12 5
4989 stag stag 0.118322 7 4 1 12 4
4990 stage stage 0.829458 6 5 1 4 4
4991 stags stag 0.063246 6 5 1 14 5
4992 stain stain 0.194936 3 5 1 9 4
4993 stained stain 0.161245 0 7 1 10 5
4994 stains stain 0.161245 2 6 1 10 5
4995 stair stair 0.189737 1 5 1 14 4
4996 stairs stair 0.60663 1 6 1 3 5
4997 stake stake 0.306594 9 5 1 8 4
4998 stakes stake 0.178885 7 6 1 10 5
4999 stale stale 0.167332 12 5 1 12 4
5000 stalk stalk 0.379473 4 5 1 7 5
5001 stalked stalk 0.2 1 7 1 11 6
5002 stalks stalk 0.319374 2 6 1 7 6
5003 stall stall 0.43589 5 5 0.933333 5 4
5004 stalls stall 0.189737 1 6 1 7 5
5005 stamp stamp 0.389872 4 5 0.933333 6 5
5006 stamped stamp 0.352136 0 7 1 7 6
5007 stamps stamp 0.513809 2 6 0.909091 7 6
5008 stance stance 0.126491 0 6 1 13 5
5009 stand stand 1 0 5 0.923077 2 5
5010 stands stand 0.972625 0 6 0.9 4 6
5011 staph staph 0.05 1 5 1 14 4
5012 staphs staph 0.05 0 6 1 14 5
5013 star star 0.892188 8 4 0.928571 3 4
5014 starch starch 0.352136 1 6 1 6 5
5015 stare stare 0.374166 13 5 0.9 7 4
5016 stared stare 0.664831 7 6 1 3 5
5017 stares stare 0.173205 10 6 0.941176 14 5
5018 stark stark 0.141421 8 5 1 11 5
5019 stars star 1 9 5 0.916667 3 5
5020 start start 1 4 5 0.857143 2 5
5021 starts start 0.738918 1 6 0.8 4 6
5022 starve starve 0.248998 0 6 1 9 5
5023 starved starve 0.228035 1 7 1 10 6
5024 starves starve 0.05 2 7 0.75 14 6
5025 stash stash 0.05 3 5 0.84 14 4
5026 stashed stash 0.05 2 7 0.230769 14 5
5027 state state 1 8 5 1 3 4
5028 states state 1 6 6 1 3 5
5029 staunch staunch 0.05 0 7 1 14 5
5030 stave stave 0.1 9 5 0.882353 14 4
5031 staved stave 0.05 4 6 1 14 5
5032 staves stave 0.109545 7 6 1 14 5
5033 stay stay 1 6 4 0.933333 2 3
5034 stayed stay 0.823408 2 6 1 3 4
5035 stays stay 0.424264 5 5 0.857143 5 4
5036 stead stead 0.126491 4 5 0.571429 14 4
5037 steads stead 0.05 4 6 0.5 14 5
5038 steak steak 0.244949 5 5 0.133333 8 4
5039 steaks steak 0.189737 5 6 0.1 12 5
5040 steal steal 0.407431 4 5 1 7 4
5041 steals steal 0.148324 4 6 1 14 5
5042 stealth stealth 0.07746 0 7 1 14 5
5043 stealths stealth 0.05 0 8 1 14 6
5044 steam steam 0.824621 3 5 1 4 4
5045 steams steam 0.05 3 6 1 14 5
5046 steed steed 0.154919 5 5 1 14 4
5047 steeds steed 0.063246 4 6 1 14 5
5048 steel steel 1 4 5 1 4 4
5049 steels steel 0.178885 3 6 1 14 5
5050 steep steep 0.60663 7 5 1 4 4
5051 steer steer 0.397492 5 5 1 7 4
5052 steered steer 0.204939 1 7 1 11 5
5053 steers steer 0.236643 3 6 1 12 5
5054 stein stein 0.05 3 5 0.25 14 4
5055 steins stein 0.05 1 6 0.333333 14 5
5056 stem stem 0.525357 3 4 1 5 4
5057 stems stem 0.584808 3 5 1 5 5
5058 stench stench 0.07746 0 6 1 11 5
5059 step step 1 5 4 1 3 4
5060 steps step 1 4 5 1 2 5
5061 stern stern 0.387298 1 5 1 6 5
5062 stew stew 0.349285 7 4 0.730769 14 3
5063 stews stew 0.07746 4 5 0.642857 14 4
5064 stick stick 1 6 5 1 2 4
5065 sticks stick 0.695701 3 6 1 4 5
5066 stiff stiff 0.525357 4 5 1 4 4
5067 stile stile 0.1 6 5 1 14 4
5068 still still 1 6 5 1 2 4
5069 stilt stilt 0.05 3 5 1 14 5
5070 stilts stilt 0.148324 1 6 1 14 6
5071 sting sting 0.260768 5 5 1 11 5
5072 stings sting 0.109545 4 6 1 12 6
5073 stink stink 0.089443 5 5 1 14 5
5074 stinks stink 0.05 4 6 1 14 6
5075 stint stint 0.118322 5 5 0.923077 14 5
5076 stints stint 0.05 5 6 0.9 14 6
5077 stir stir 0.5 1 4 1 5 4
5078 stirred stir 0.419524 0 7 1 5 5
5079 stirs stir 0.141421 1 5 1 14 5
5080 stitch stitch 0.458258 1 6 1 14 5
5081 stoat stoat 0.05 2 5 1 14 4
5082 stock stock 0.673795 6 5 1 5 4
5083 stocks stock 0.275681 5 6 1 8 5
5084 stodge stodge 0.05 0 6 1 14 4
5085 stoke stoke 0.05 7 5 1 14 4
5086 stoked stoke 0.063246 2 6 1 14 5
5087 stokes stoke 0.05 6 6 1 14 5
5088 stole steal 0.32249 7 5 1 5 4
5089 stomp stomp 0.126491 4 5 1 14 5
5090 stone stone 1 6 5 0.888889 2 4
5091 stones stone 0.733485 4 6 1 4 5
5092 stood stand 1 3 5 0.363636 2 4
5093 stool stool 0.340588 3 5 0.888889 5 4
5094 stools stool 0.141421 2 6 0.875 14 5
5095 stoop stoop 0.240832 9 5 1 14 4
5096 stooped stoop 0.282843 4 7 1 11 5
5097 stoops stoop 0.07746 6 6 1 14 5
5098 stop stop 1 4 4 1 2 4
5099 stopped stop 1 2 7 1 2 5
5100 stops stop 0.513809 4 5 1 4 5
5101 store store 1 12 5 1 2 4
5102 stores store 0.638749 9 6 1 4 5
5103 stork stork 0.118322 4 5 0.833333 14 5
5104 storks stork 0.209762 3 6 0.833333 14 6
5105 storm storm 0.798749 2 5 0.833333 3 5
5106 storms storm 0.481664 2 6 0.8 5 6
5107 stoup stoup 0.05 3 5 0.8 14 4
5108 stout stout 0.309839 7 5 1 7 4
5109 stove stave 0.604979 6 5 0.642857 4 4
5110 stoves stove 0.240832 5 6 0.444444 8 5
5111 stow stow 0.07746 6 4 0.62963 14 3
5112 stowed stow 0.126491 2 6 0.75 14 4
5113 stows stow 0.05 4 5 0.684211 14 4
5114 straight straight 1 0 8 1 2 5
5115 strain strain 0.384708 2 6 1 6 5
5116 strains strain 0.2 2 7 1 10 6
5117 strait strait 0.161245 1 6 1 7 5
5118 straits strait 0.141421 1 7 1 11 6
5119 strand strand 0.154919 0 6 0.923077 11 6
5120 strands strand 0.31305 0 7 0.9 7 7
5121 strange strange 1 0 7 1 2 6
5122 strap strap 0.286356 5 5 0.958333 8 5
5123 strapped strap 0.244949 1 8 0.909091 8 6
5124 straps strap 0.244949 4 6 1 9 6
5125 straw straw 0.652687 3 5 1 4 4
5126 straws straw 0.219089 1 6 1 14 5
5127 stray stray 0.275681 3 5 0.933333 8 4
5128 streak streak 0.34641 1 6 0.866667 7 5
5129 streaks streak 0.236643 1 7 0.9 9 6
5130 stream stream 0.822192 2 6 1 3 5
5131 streams stream 0.730753 2 7 1 4 6
5132 street street 1 0 6 1 2 5
5133 streets street 0.950789 0 7 1 3 6
5134 strength strength 0.841427 0 8 0.5 4 7
5135 strengths strength 0.118322 0 9 0.5 10 8
5136 stress stress 0.489898 0 6 1 7 5
5137 stretch stretch 0.619677 0 7 1 4 6
5138 stretched stretch 0.70852 0 9 1 4 7
5139 strew strew 0.063246 3 5 0.730769 14 4
5140 strict strict 0.303315 0 6 1 6 6
5141 stride stride 0.240832 4 6 1 9 5
5142 strides stride 0.154919 4 7 1 11 6
5143 strife strife 0.204939 4 6 1 13 5
5144 strifes strife 0.05 4 7 1 14 6
5145 strike strike 0.70993 6 6 1 5 5
5146 strikes strike 0.426615 5 7 1 6 6
5147 string string 0.982853 2 6 1 3 6
5148 strings string 0.651153 1 7 1 5 7
5149 strip strip 0.678233 3 5 1 5 5
5150 stripe stripe 0.126491 5 6 1 14 5
5151 stripes stripe 0.293258 4 7 1 8 6
5152 strips strip 0.613188 3 6 1 5 6
5153 strive strive 0.148324 6 6 0.846154 10 5
5154 strives strive 0.07746 4 7 0.916667 14 6
5155 stroke stroke 0.53479 2 6 1 6 5
5156 strokes stroke 0.419524 1 7 1 9 6
5157 stroll stroll 0.240832 0 6 0.7 12 5
5158 strolled stroll 0.154919 0 8 0.75 11 6
5159 strolls stroll 0.05 0 7 0.7 14 6
5160 strong strong 1 1 6 1 2 6
5161 strop strop 0.05 3 5 1 14 5
5162 stropped strop 0.05 1 8 1 14 6
5163 strops strop 0.05 3 6 1 14 6
5164 strove strive 0.141421 2 6 0.642857 14 5
5165 struck strike 0.762889 0 6 0.0625 4 5
5166 strum strum 0.228035 2 5 1 14 5
5167 strut strut 0.089443 2 5 0.0625 14 5
5168 stub stub 0.148324 4 4 1 11 4
5169 stubbed stub 0.089443 1 7 1 14 5
5170 stubs stub 0.109545 4 5 1 14 5
5171 stuck stick 0.609918 5 5 0.9375 3 4
5172 stud stud 0.126491 4 4 1 14 4
5173 studs stud 0.126491 2 5 1 14 5
5174 stuff stuff 0.507937 4 5 1 3 4
5175 stuffs stuff 0.07746 3 6 1 14 5
5176 stump stump 0.279285 3 5 1 9 5
5177 stumps stump 0.2 2 6 1 8 6
5178 stun stun 0.05 4 4 1 14 4
5179 stung sting 0.232379 6 5 1 11 5
5180 stunk stink 0.05 8 5 1 14 5
5181 stunned stun 0.173205 1 7 1 7 5
5182 stuns stun 0.05 6 5 1 14 5
5183 stunt stunt 0.248998 5 5 1 14 5
5184 stunts stunt 0.194936 2 6 1 12 6
5185 sty sty 0.07746 6 3 1 14 3
5186 style style 0.843801 3 5 1 5 4
5187 styles style 0.392428 0 6 1 7 5
5188 suave suave 0.05 3 5 0.0588235 14 4
5189 sub sub 0.296648 13 3 1 14 3
5190 subs sub 0.126491 12 4 1 14 4
5191 such such 1 3 4 1 2 3
5192 suck suck 0.248998 14 4 0.9375 8 3
5193 sucked suck 0.228035 4 6 1 9 4
5194 sucks suck 0.141421 10 5 1 14 4
5195 suds suds 0.154919 9 4 1 14 4
5196 sue sue 0.141421 9 3 0.777778 5 2
5197 sued sue 0.05 6 4 1 11 3
5198 suede suede 0.07746 1 5 0.333333 14 4
5199 suedes suede 0.05 0 6 1 14 5
5200 sues sue 0.05 10 4 0.875 14 3
5201 suit suit 0.764199 6 4 1 4 3
5202 suite suite 0.228035 4 5 0.0714286 11 4
5203 suites suite 0.141421 2 6 0.1 14 5
5204 suits suit 0.464758 6 5 1 5 4
5205 sulk sulk 0.063246 5 4 1 14 4
5206 sulked sulk 0.05 1 6 1 14 5
5207 sulks sulk 0.05 4 5 1 14 5
5208 sum sum 1 9 3 1 6 3
5209 sump sump 0.05 8 4 1 14 4
5210 sums sum 0.798749 10 4 1 8 4
5211 sun sun 1 15 3 1 2 3
5212 sung sing 0.72111 9 4 1 10 4
5213 sunk sink 0.296648 12 4 1 7 4
5214 suns sun 0.126491 17 4 1 11 4
5215 sup sup 0.089443 10 3 1 14 3
5216 surd surd 0.05 5 4 1 14 4
5217 sure sure 1 7 4 0.25 2 3
5218 surf surf 0.264575 4 4 1 9 4
5219 surfs surf 0.05 2 5 1 14 5
5220 surge surge 0.2 2 5 1 10 4
5221 surged surge 0.184391 1 6 1 11 5
5222 svelte svelte 0.05 0 6 1 14 5
5223 swab swab 0.05 9 4 1 14 4
5224 swabbed swab 0.063246 1 7 1 14 5
5225 swabs swab 0.05 6 5 1 14 5
5226 swag swag 0.05 11 4 1 14 4
5227 swain swain 0.05 2 5 1 14 4
5228 swam swim 0.593296 11 4 1 5 4
5229 swamp swamp 0.357771 2 5 0.0666667 5 5
5230 swamps swamp 0.363318 1 6 0.0909091 5 6
5231 swan swan 0.240832 8 4 0.117647 12 4
5232 swank swank 0.05 3 5 1 14 5
5233 swans swan 0.173205 6 5 0.0909091 11 5
5234 swap swap 0.109545 9 4 0.0416667 12 4
5235 swapped swap 0.141421 2 7 0.0909091 14 5
5236 swaps swap 0.05 6 5 1 14 5
5237 sward sward 0.07746 3 5 0.9 14 5
5238 swarm swarm 0.219089 1 5 0.285714 10 5
5239 swarmed swarm 0.228035 0 7 1 10 6
5240 swarms swarm 0.189737 0 6 1 11 6
5241 swat swat 0.063246 10 4 0.0740741 14 4
5242 swatch swatch 0.05 2 6 0.166667 14 5
5243 swath swath 0.063246 0 5 0.142857 14 4
5244 swaths swath 0.05 0 6 0.166667 14 5
5245 sway sway 0.232379 9 4 0.933333 11 3
5246 sways sway 0.063246 5 5 0.857143 14 4
5247 swear swear 0.260768 4 5 0.277778 10 4
5248 swears swear 0.07746 4 6 0.307692 14 5
5249 sweat sweat 0.458258 3 5 0.105263 5 4
5250 sweats sweat 0.05 1 6 0.125 14 5
5251 swede swede 0.05 1 5 0.666667 14 4
5252 sweep sweep 0.402492 5 5 1 5 4
5253 sweeps sweep 0.268328 1 6 1 11 5
5254 sweet sweet 0.798749 7 5 1 3 4
5255 swell swell 0.31305 5 5 1 7 4
5256 swelled swell 0.223607 1 7 1 11 5
5257 swells swell 0.189737 4 6 1 14 5
5258 swept sweep 0.56745 3 5 1 5 5
5259 swerve swerve 0.089443 0 6 1 14 5
5260 swerved swerve 0.126491 1 7 1 14 6
5261 swerves swerve 0.05 1 7 1 14 6
5262 swift swift 0.511859 1 5 1 5 5
5263 swig swig 0.05 4 4 1 14 4
5264 swigs swig 0.05 2 5 1 14 5
5265 swill swill 0.05 5 5 1 14 4
5266 swim swim 0.761577 5 4 1 2 4
5267 swims swim 0.306594 2 5 1 12 5
5268 swing swing 0.614817 3 5 1 5 5
5269 swinge swinge 0.05 2 6 1 14 5
5270 swings swing 0.296648 3 6 1 8 6
5271 swipe swipe 0.05 1 5 1 14 4
5272 swipes swipe 0.05 0 6 1 14 5
5273 swirl swirl 0.167332 2 5 1 14 5
5274 swirled swirl 0.178885 1 7 1 14 6
5275 swirls swirl 0.07746 1 6 1 12 6
5276 swish swish 0.268328 0 5 1 14 4
5277 swished swish 0.134164 0 7 1 14 5
5278 switch switch 0.487852 3 6 1 5 5
5279 swiz swiz 0.05 2 4 1 14 4
5280 swoon swoon 0.05 2 5 1 14 4
5281 swoop swoop 0.167332 5 5 1 14 4
5282 swooped swoop 0.189737 3 7 1 12 5
5283 swoops swoop 0.1 4 6 1 14 5
5284 sword sword 0.431277 2 5 0.833333 5 4
5285 swords sword 0.275681 0 6 0.833333 7 5
5286 swore swear 0.236643 6 5 1 8 4
5287 swung swing 0.572713 3 5 1 4 5
5288 sylph sylph 0.05 0 5 1 14 4
5289 sylphs sylph 0.05 0 6 1 14 5
5290 sync sync 0.05 0 4 1 14 4
5291 ta ta 0.173205 6 2 0.875 14 2
5292 tab tab 0.07746 15 3 1 12 3
5293 tabs tab 0.148324 14 4 1 10 4
5294 tack tack 0.244949 14 4 1 11 3
5295 tacks tack 0.223607 12 5 1 14 4
5296 tact tact 0.1 5 4 1 14 4
5297 tacts tact 0.05 3 5 1 14 5
5298 tag tag 0.319374 21 3 1 9 3
5299 tagged tag 0.228035 5 6 1 14 4
5300 tags tag 0.223607 18 4 1 14 4
5301 tail tail 1 13 4 1 2 3
5302 tails tail 0.495984 11 5 1 6 4
5303 taint taint 0.07746 4 5 1 14 4
5304 taints taint 0.05 3 6 1 14 5
5305 take take 1 15 4 1 1 3
5306 takes take 1 13 5 1 2 4
5307 talc talc 0.05 3 4 1 14 4
5308 talcs talc 0.05 2 5 1 14 5
5309 tale tale 0.43589 17 4 1 5 3
5310 tales tale 0.52915 14 5 1 5 4
5311 talk talk 1 8 4 1 2 4
5312 talked talk 0.911043 2 6 1 2 5
5313 talks talk 0.412311 7 5 1 5 5
5314 tall tall 1 14 4 0.933333 2 3
5315 tam tam 0.05 17 3 1 14 3
5316 tame tame 0.340588 15 4 1 7 3
5317 tamp tamp 0.063246 9 4 0.933333 14 4
5318 tamped tamp 0.05 1 6 1 14 5
5319 tamps tamp 0.05 4 5 0.909091 14 5
5320 tams tam 0.05 16 4 1 14 4
5321 tan tan 0.319374 18 3 0.882353 10 3
5322 tang tang 0.1 8 4 1 14 4
5323 tangs tang 0.05 6 5 1 14 5
5324 tank tank 0.589915 11 4 1 5 4
5325 tanks tank 0.469042 8 5 1 6 5
5326 tanned tan 0.184391 0 6 1 11 4
5327 tans tan 0.063246 16 4 0.909091 14 4
5328 tap tap 0.515752 22 3 0.958333 6 3
5329 tape tape 0.627694 12 4 1 5 3
5330 tapes tape 0.189737 9 5 1 8 4
5331 tapped tap 0.303315 4 6 0.909091 7 4
5332 taps tap 0.161245 20 4 1 14 4
5333 tar tar 0.240832 18 3 0.928571 7 3
5334 tare tare 0.05 18 4 0.9 14 3
5335 tares tare 0.05 12 5 0.941176 14 4
5336 tarn tarn 0.05 10 4 0.8 14 4
5337 tarns tarn 0.05 8 5 1 14 5
5338 tars tar 0.05 19 4 0.916667 14 4
5339 tart tart 0.134164 13 4 0.857143 14 4
5340 task task 0.601664 7 4 1 5 4
5341 tasks task 0.354965 7 5 1 6 5
5342 taste taste 0.75233 5 5 0.857143 4 4
5343 tastes taste 0.340588 5 6 0.833333 7 5
5344 tat tat 0.05 23 3 0.888889 14 3
5345 tats tat 0.05 18 4 1 14 4
5346 taught teach 0.75233 1 6 0.75 4 3
5347 taunt taunt 0.07746 6 5 1 14 4
5348 taunts taunt 0.063246 4 6 1 14 5
5349 taut taut 0.189737 3 4 0.5 11 3
5350 taw taw 0.063246 19 3 1 14 2
5351 taws taw 0.05 14 4 1 14 3
5352 tax tax 0.682642 13 3 1 5 4
5353 tea tea 0.667832 6 3 0.857143 3 2
5354 teach teach 0.712741 5 5 1 4 3
5355 teak teak 0.109545 9 4 0.866667 14 3
5356 teaks teak 0.05 7 5 0.9 14 4
5357 teal teal 0.05 15 4 1 14 3
5358 teals teal 0.05 13 5 1 14 4
5359 team team 1 11 4 1 2 3
5360 teams team 0.547723 9 5 1 5 4
5361 tear tear 0.491935 17 4 0.277778 5 3
5362 tears tear 0.667832 12 5 0.692308 3 4
5363 teas tea 0.118322 9 4 1 14 3
5364 tease tease 0.236643 4 5 0.428571 12 3
5365 teased tease 0.214476 1 6 0.666667 14 4
5366 teat teat 0.05 17 4 0.842105 14 3
5367 teats teat 0.05 13 5 0.875 14 4
5368 tee tee 0.089443 13 3 1 14 2
5369 teem teem 0.05 6 4 1 14 3
5370 teemed teem 0.1 2 6 1 14 4
5371 teems teem 0.05 4 5 1 14 4
5372 tees tee 0.063246 11 4 1 14 3
5373 teeth tooth 1 0 5 1 2 3
5374 teg teg 0.05 8 3 1 14 3
5375 tell tell 1 12 4 1 1 3
5376 tells tell 1 8 5 1 2 4
5377 temp temp 0.05 2 4 1 14 4
5378 tempt tempt 0.089443 0 5 1 12 5
5379 tench tench 0.05 3 5 1 14 4
5380 tend tend 0.462601 8 4 1 5 4
5381 tends tend 0.352136 6 5 1 7 5
5382 tense tense 0.622896 5 5 1 5 4
5383 tent tent 0.644981 14 4 1 4 4
5384 tents tent 0.412311 9 5 1 6 5
5385 term term 0.672309 4 4 1 5 4
5386 terms term 0.921954 4 5 1 5 5
5387 tern tern 0.126491 4 4 1 14 4
5388 terns tern 0.154919 4 5 1 14 5
5389 terse terse 0.05 3 5 1 14 4
5390 test test 1 12 4 1 3 4
5391 tests test 0.608276 9 5 1 5 5
5392 text text 0.354965 4 4 1 7 5
5393 texts text 0.134164 3 5 1 12 6
5394 than than 1 4 4 0.882353 2 3
5395 thane thane 0.05 2 5 1 14 3
5396 thank thank 0.775887 3 5 1 2 4
5397 thanked thank 0.328634 0 7 1 7 5
5398 thanks thanks 0.6 2 6 1 4 5
5399 that that 1 6 4 0.888889 1 3
5400 thatch thatch 0.161245 0 6 0.833333 11 4
5401 thaw thaw 0.161245 3 4 1 14 2
5402 thawed thaw 0.154919 0 6 1 14 3
5403 thaws thaw 0.118322 1 5 1 14 3
5404 the the 1 6 3 0.166667 1 2
5405 thee thee 0.729383 5 4 1 5 2
5406 theft theft 0.148324 0 5 1 10 4
5407 thefts theft 0.063246 0 6 1 14 5
5408 their their 1 0 5 1 2 3
5409 theirs theirs 0.34641 0 6 1 6 4
5410 them them 1 4 4 1 1 3
5411 theme theme 0.604979 3 5 1 8 3
5412 themes theme 0.392428 1 6 1 11 4
5413 then then 1 6 4 1 1 3
5414 thence thence 0.118322 1 6 1 11 4
5415 there there 1 4 5 0.428571 1 3
5416 therm therm 0.05 1 5 1 14 4
5417 these these 1 3 5 1 2 3
5418 they they 1 4 4 0.875 1 2
5419 thick thick 1 3 5 1 3 3
5420 thief thief 0.368782 0 5 1 8 3
5421 thieve thieve 0.05 0 6 0.666667 14 3
5422 thieves thief 0.260768 0 7 0.666667 7 4
5423 thigh thigh 0.204939 0 5 1 11 2
5424 thighs thigh 0.161245 0 6 1 11 3
5425 thin thin 1 7 4 1 2 3
5426 thine thine 0.161245 7 5 1 11 3
5427 thing thing 1 3 5 1 2 4
5428 things thing 1 2 6 1 1 5
5429 think think 1 5 5 1 1 4
5430 thinks think 0.658787 3 6 1 4 5
5431 thirst thirst 0.256905 0 6 1 7 5
5432 thirsts thirst 0.05 0 7 1 14 6
5433 this this 1 2 4 0.5 1 3
5434 tho tho 0.05 4 3 0.75 14 2
5435 thole thole 0.05 2 5 1 14 3
5436 thong thong 0.109545 1 5 1 14 4
5437 thongs thong 0.167332 1 6 1 14 5
5438 thorn thorn 0.232379 0 5 1 12 4
5439 thorns thorn 0.236643 0 6 1 11 5
5440 those those 1 4 5 0.583333 2 3
5441 thou thou 0.702851 1 4 0.5 5 2
5442 thought think 1 0 7 0.875 1 3
5443 thrall thrall 0.07746 1 6 0.933333 14 4
5444 thrash thrash 0.063246 2 6 0.84 14 4
5445 thrashed thrash 0.167332 1 8 0.769231 14 5
5446 thread thread 0.796241 1 6 0.571429 5 4
5447 threads thread 0.519615 1 7 0.5 6 5
5448 threat threat 0.309839 2 6 0.105263 6 4
5449 threats threat 0.223607 2 7 0.125 10 5
5450 thresh thresh 0.05 2 6 1 14 4
5451 threshed thresh 0.126491 1 8 1 14 5
5452 threw throw 0.827043 2 5 0.730769 2 3
5453 thrice thrice 0.109545 1 6 1 14 4
5454 thrift thrift 0.089443 1 6 1 12 5
5455 thrifts thrift 0.05 0 7 1 14 6
5456 thrill thrill 0.223607 2 6 1 9 4
5457 thrills thrill 0.173205 0 7 1 12 5
5458 thrive thrive 0.214476 2 6 0.846154 10 4
5459 thrived thrive 0.118322 1 7 0.666667 11 5
5460 thrives thrive 0.118322 1 7 0.916667 14 5
5461 throat throat 0.643428 1 6 1 3 4
5462 throats throat 0.232379 1 7 1 9 5
5463 throb throb 0.109545 1 5 1 14 4
5464 throbbed throb 0.118322 0 8 1 14 5
5465 throbs throb 0.063246 2 6 1 14 5
5466 throes throe 0.05 2 6 0.818182 14 4
5467 throne throne 0.384708 1 6 0.888889 6 4
5468 thrones throne 0.089443 1 7 1 14 5
5469 throng throng 0.184391 1 6 1 11 5
5470 throngs throng 0.1 1 7 1 14 6
5471 through through 1 0 7 0.111111 2 3
5472 throw throw 0.749667 2 5 0.62963 3 3
5473 throws throw 0.343511 2 6 0.684211 7 4
5474 thru thru 0.161245 1 4 1 14 3
5475 thrum thrum 0.05 0 5 1 14 4
5476 thrush thrush 0.063246 4 6 0.8125 14 4
5477 thrust thrust 0.513809 7 6 1 5 5
5478 thrust thrust 0.513809 7 6 1 5 5
5479 thrusts thrust 0.089443 0 7 1 14 6
5480 thud thud 0.228035 2 4 1 14 3
5481 thuds thud 0.089443 1 5 1 14 4
5482 thug thug 0.05 3 4 1 14 3
5483 thugs thug 0.05 2 5 1 14 4
5484 thumb thumb 0.547723 1 5 1 5 3
5485 thumbs thumb 0.189737 1 6 1 9 4
5486 thump thump 0.352136 3 5 1 8 4
5487 thumped thump 0.178885 1 7 1 14 5
5488 thumps thump 0.126491 3 6 1 14 5
5489 thus thus 1 3 4 0.75 5 3
5490 thwack thwack 0.05 0 6 1 14 4
5491 thwacks thwack 0.05 0 7 1 14 5
5492 thwart thwart 0.063246 0 6 0.857143 14 5
