item word word_untagged logFreq orthN length consistency AoA phonemeN
1603 field field 1 3 5 1 2 4
1604 fields field 1 2 6 1 3 5
1605 fiend fiend 0.141421 1 5 0.5 14 4
1606 fiends fiend 0.05 1 6 0.5 14 5
1607 fierce fierce 0.54037 1 6 1 5 4
1608 fife fife 0.134164 7 4 1 14 3
1609 fifes fife 0.089443 2 5 1 14 4
1610 fifth fifth 0.608276 2 5 1 4 4
1611 fig fig 0.331662 16 3 1 14 3
1612 fight fight 1 7 5 1 2 3
1613 fights fight 0.279285 6 6 1 5 4
1614 figs fig 0.161245 11 4 1 14 4
1615 filch filch 0.05 2 5 1 14 4
1616 filched filch 0.05 0 7 1 14 5
1617 file file 0.440454 13 4 1 5 3
1618 filed file 0.214476 4 5 1 7 4
1619 files file 0.184391 10 5 1 7 4
1620 fill fill 0.986914 15 4 1 4 3
1621 filled fill 1 2 6 1 2 4
1622 fills fill 0.31305 13 5 1 7 4
1623 film film 0.572713 3 4 1 5 4
1624 films film 0.248998 3 5 1 8 5
1625 filth filth 0.126491 4 5 1 12 4
1626 filths filth 0.05 1 6 1 14 5
1627 fin fin 0.260768 17 3 1 10 3
1628 finch finch 0.109545 4 5 1 14 4
1629 find find 1 11 4 0.888889 1 4
1630 finds find 0.52345 7 5 0.857143 5 5
1631 fine fine 1 15 4 1 2 3
1632 fink fink 0.05 11 4 1 14 4
1633 finks fink 0.05 9 5 1 14 5
1634 fins fin 0.3 16 4 1 7 4
1635 fir fir 0.264575 11 3 1 8 3
1636 fire fire 1 14 4 1 2 3
1637 fires fire 0.554977 9 5 1 4 4
1638 firm firm 0.563915 5 4 1 5 4
1639 firms firm 0.236643 4 5 1 9 5
1640 firs fir 0.063246 8 4 1 14 4
1641 first first 1 0 5 1 2 5
1642 firth firth 0.089443 6 5 1 14 4
1643 firths firth 0.05 4 6 1 14 5
1644 fish fish 1 7 4 1 2 3
1645 fish fish 1 7 4 1 2 3
1646 fist fist 0.384708 6 4 0.9 5 4
1647 fists fist 0.264575 3 5 0.875 8 5
1648 fit fit 0.960208 18 3 1 3 3
1649 fit fit 0.960208 18 3 1 3 3
1650 fits fit 0.6 11 4 0.952381 6 4
1651 five five 1 10 4 0.846154 2 3
1652 fix fix 0.55857 9 3 1 4 4
1653 fixed fix 0.626099 2 5 1 4 5
1654 fizz fizz 0.07746 1 4 1 14 3
1655 flag flag 0.704273 9 4 1 5 4
1656 flags flag 0.363318 3 5 1 7 5
1657 flail flail 0.1 2 5 1 14 4
1658 flailed flail 0.07746 0 7 1 14 5
1659 flails flail 0.05 1 6 1 14 5
1660 flair flair 0.07746 1 5 1 14 4
1661 flairs flair 0.05 1 6 1 14 5
1662 flak flak 0.05 7 4 1 14 4
1663 flake flake 0.126491 4 5 1 14 4
1664 flakes flake 0.219089 4 6 1 9 5
1665 flame flame 0.549545 5 5 1 5 4
1666 flames flame 0.402492 4 6 1 5 5
1667 flan flan 0.05 9 4 0.882353 14 4
1668 flange flange 0.05 0 6 1 14 5
1669 flank flank 0.178885 6 5 1 10 5
1670 flanked flank 0.089443 1 7 1 12 6
1671 flanks flank 0.1 3 6 1 11 6
1672 flap flap 0.268328 11 4 0.958333 9 4
1673 flapped flap 0.184391 4 7 0.909091 14 5
1674 flaps flap 0.248998 6 5 1 11 5
1675 flare flare 0.167332 4 5 0.9 11 4
1676 flared flare 0.141421 2 6 1 11 5
1677 flares flare 0.194936 4 6 0.941176 12 5
1678 flash flash 0.477493 5 5 0.84 4 4
1679 flashed flash 0.384708 2 7 0.769231 5 5
1680 flask flask 0.343511 2 5 1 11 5
1681 flasks flask 0.154919 1 6 1 14 6
1682 flat flat 1 10 4 0.888889 2 4
1683 flaunt flaunt 0.05 0 6 1 14 5
1684 flaw flaw 0.126491 11 4 1 13 3
1685 flaws flaw 0.109545 4 5 1 11 4
1686 flax flax 0.194936 9 4 1 9 5
1687 flay flay 0.05 11 4 0.933333 14 3
1688 flea flea 0.223607 4 4 0.857143 14 3
1689 fleas flea 0.161245 1 5 1 11 4
1690 fleck fleck 0.063246 2 5 1 14 4
1691 flecks fleck 0.1 2 6 1 14 5
1692 fledge fledge 0.063246 1 6 1 14 4
1693 flee flee 0.228035 7 4 1 7 3
1694 fleet fleet 0.43589 1 5 1 6 4
1695 fleets fleet 0.2 1 6 1 10 5
1696 flesh flesh 0.43589 3 5 1 5 4
1697 flew fly 0.897775 7 4 0.730769 2 3
1698 flex flex 0.05 5 4 1 14 5
1699 flexed flex 0.07746 0 6 1 14 6
1700 flick flick 0.167332 4 5 1 10 4
1701 flicked flick 0.223607 1 7 1 14 5
1702 flicks flick 0.089443 3 6 1 14 5
1703 flies fly 0.663325 5 5 1 4 4
1704 flight flight 0.809938 4 6 1 4 4
1705 flights flight 0.382099 3 7 1 7 5
1706 flinch flinch 0.089443 2 6 1 14 5
1707 flinched flinch 0.05 1 8 1 14 6
1708 fling fling 0.184391 4 5 1 14 5
1709 flings fling 0.05 3 6 1 14 6
1710 flint flint 0.252982 5 5 0.923077 7 5
1711 flints flint 0.063246 3 6 0.9 14 6
1712 flip flip 0.189737 6 4 1 11 4
1713 flipped flip 0.161245 3 7 1 12 5
1714 flips flip 0.134164 7 5 1 14 5
1715 flirt flirt 0.07746 1 5 1 14 5
1716 flirts flirt 0.089443 1 6 1 14 6
1717 flit flit 0.1 3 4 1 14 4
1718 flitch flitch 0.05 2 6 1 14 5
1719 flits flit 0.05 3 5 0.952381 14 5
1720 float float 0.5 3 5 1 5 4
1721 floats float 0.260768 2 6 1 9 5
1722 flock flock 0.371484 5 5 1 5 4
1723 flocks flock 0.352136 5 6 1 7 5
1724 floe floe 0.05 6 4 0.888889 14 3
1725 floes floe 0.1 6 5 0.818182 14 4
1726 flog flog 0.05 7 4 1 14 4
1727 flogged flog 0.05 1 7 1 14 5
1728 flogs flog 0.05 7 5 1 14 5
1729 flood flood 0.503984 2 5 0.181818 5 4
1730 floods flood 0.382099 2 6 0.222222 6 5
1731 floor floor 1 2 5 1 2 4
1732 floors floor 0.4 2 6 1 5 5
1733 flop flop 0.126491 8 4 1 14 4
1734 flopped flop 0.173205 4 7 1 14 5
1735 flops flop 0.07746 8 5 1 14 5
1736 floss floss 0.05 5 5 0.909091 14 4
1737 flounce flounce 0.05 0 7 1 14 5
1738 flounced flounce 0.05 0 8 1 14 6
1739 flour flour 0.669328 2 5 0.666667 5 4
1740 flours flour 0.05 1 6 0.625 14 5
1741 flout flout 0.05 3 5 1 14 4
1742 flow flow 0.839047 9 4 0.62963 4 3
1743 flows flow 0.660303 7 5 0.684211 5 4
1744 flu flu 0.118322 1 3 1 12 3
1745 flub flub 0.05 4 4 1 14 4
1746 flubbed flubb 0.05 0 7 1 14 5
1747 flubs flub 0.05 1 5 1 14 5
1748 flue flue 0.109545 8 4 0.777778 14 3
1749 fluff fluff 0.148324 1 5 1 14 4
1750 fluffs fluff 0.05 1 6 1 14 5
1751 fluke fluke 0.126491 3 5 0.666667 14 4
1752 flukes fluke 0.148324 2 6 0.666667 14 5
1753 flume flume 0.05 4 5 0.5 14 4
1754 flung fling 0.374166 4 5 1 5 5
1755 flunk flunk 0.05 5 5 1 14 5
1756 flus flus 0.05 4 4 0.25 14 4
1757 flush flush 0.161245 5 5 0.8125 8 4
1758 flushed flush 0.272029 2 7 0.857143 7 5
1759 flute flute 0.4 2 5 0.714286 8 4
1760 flutes flute 0.260768 1 6 1 14 5
1761 flux flux 0.236643 5 4 1 11 5
1762 fly fly 1 4 3 1 2 3
1763 foal foal 0.194936 8 4 1 14 3
1764 foals foal 0.089443 6 5 1 14 4
1765 foam foam 0.268328 4 4 1 7 3
1766 foams foam 0.05 4 5 1 14 4
1767 fob fob 0.05 17 3 1 14 3
1768 fobs fob 0.05 12 4 1 14 4
1769 foe foe 0.228035 11 3 0.888889 11 2
1770 foes foe 0.173205 10 4 0.818182 11 3
1771 fog fog 0.651153 15 3 1 5 3
1772 fogs fog 0.148324 10 4 1 14 4
1773 foil foil 0.325576 11 4 1 10 3
1774 foils foil 0.05 8 5 1 14 4
1775 foist foist 0.05 3 5 1 14 4
1776 foists foist 0.05 1 6 1 14 5
1777 fold fold 0.579655 11 4 1 7 4
1778 folds fold 0.319374 6 5 1 5 5
1779 folk folk 0.748331 3 4 1 5 4
1780 folks folk 0.553173 3 5 1 4 5
1781 fond fond 0.404969 8 4 1 5 4
1782 font font 0.063246 4 4 0.666667 14 4
1783 fonts font 0.05 1 5 0.5 14 5
1784 food food 1 10 4 0.454545 2 3
1785 foods food 1 8 5 0.444444 3 4
1786 fool fool 0.483735 11 4 0.888889 4 3
1787 fools fool 0.184391 8 5 0.875 10 4
1788 foot foot 1 12 4 0.166667 2 3
1789 fop fop 0.05 13 3 1 14 3
1790 fops fop 0.05 14 4 1 14 4
1791 for for 1 10 3 1 1 3
1792 force force 1 2 5 1 4 4
1793 ford ford 0.1 10 4 0.833333 5 4
1794 fords ford 0.05 9 5 0.833333 14 5
1795 fore fore 0.204939 15 4 1 13 3
1796 fores fore 0.05 11 5 1 14 4
1797 forge forge 0.204939 2 5 1 14 4
1798 fork fork 0.493964 9 4 0.833333 6 4
1799 forks fork 0.2 9 5 0.833333 10 5
1800 form form 1 11 4 0.833333 3 4
1801 forms form 1 10 5 0.8 4 5
1802 fort fort 0.547723 11 4 1 4 4
1803 forth forth 0.907744 4 5 0.666667 3 4
1804 forts fort 0.252982 9 5 1 10 5
1805 fought fight 0.745654 3 6 0.875 4 3
1806 foul foul 0.264575 6 4 0.333333 7 3
1807 fouled foul 0.089443 0 6 1 14 4
1808 fouls foul 0.07746 4 5 0.666667 14 4
1809 found find 1 7 5 1 2 4
1810 fount fount 0.063246 3 5 1 14 4
1811 fourth fourth 0.78867 0 6 1 4 4
1812 fowl fowl 0.219089 13 4 0.909091 11 3
1813 fowl fowl 0.219089 13 4 0.909091 11 3
1814 fox fox 0.570964 10 3 1 2 4
1815 frail frail 0.244949 3 5 1 9 4
1816 frame frame 0.705691 1 5 1 4 4
1817 frames frame 0.549545 1 6 1 7 5
1818 franc franc 0.1 1 5 1 14 5
1819 francs franc 0.161245 0 6 1 11 6
1820 frank frank 0.141421 5 5 1 3 5
1821 frappe frappe 0.05 0 6 1 14 4
1822 frappes frappe 0.05 0 7 1 14 5
1823 fraud fraud 0.118322 0 5 1 10 4
1824 frauds fraud 0.05 0 6 1 14 5
1825 fray fray 0.118322 6 4 0.933333 14 3
1826 frayed fray 0.148324 2 6 1 12 4
1827 frays fray 0.063246 3 5 0.857143 14 4
1828 freak freak 0.07746 3 5 0.866667 14 4
1829 freaks freak 0.05 1 6 0.9 14 5
1830 free free 1 3 4 1 2 3
1831 freeze freeze 0.349285 2 6 1 5 4
1832 freight freight 0.449444 0 7 0.75 7 4
1833 freights freight 0.05 0 8 0.75 14 5
1834 french french 0.05 9 6 1 4 5
1835 french french 0.05 9 6 1 4 5
1836 fresh fresh 1 1 5 1 3 4
1837 fret fret 0.178885 2 4 1 14 4
1838 frets fret 0.07746 0 5 1 14 5
1839 fridge fridge 0.05 2 6 1 14 4
1840 fried fry 0.349285 5 5 1 8 4
1841 friend friend 1 0 6 0.5 2 5
1842 friends friend 1 0 7 0.5 2 6
1843 fries fries 0.063246 6 5 1 11 4
1844 frieze frieze 0.05 1 6 1 14 4
1845 fright fright 0.352136 3 6 1 7 4
1846 frights fright 0.05 1 7 1 14 5
1847 frill frill 0.063246 4 5 1 14 4
1848 frills frill 0.063246 3 6 1 14 5
1849 fringe fringe 0.194936 2 6 1 9 5
1850 frisk frisk 0.05 1 5 1 14 5
1851 frizz frizz 0.05 0 5 1 14 4
1852 fro fro 0.240832 2 3 0.75 9 3
1853 frock frock 0.063246 2 5 1 11 4
1854 frocks frock 0.07746 2 6 1 14 5
1855 frog frog 0.584808 3 4 1 2 4
1856 frogs frog 0.52915 1 5 1 5 5
1857 from from 1 2 4 0.166667 1 4
1858 frond frond 0.05 1 5 1 14 5
1859 front front 1 2 5 0.333333 2 5
1860 fronts front 0.184391 1 6 0.5 10 6
1861 frost frost 0.407431 1 5 0.428571 5 5
1862 frosts frost 0.118322 1 6 0.4 14 6
1863 froth froth 0.089443 2 5 0.857143 14 4
1864 frothed froth 0.05 0 7 0.5 14 5
1865 froths froth 0.05 1 6 1 14 5
1866 frown frown 0.286356 3 5 0.888889 7 4
1867 frowned frown 0.3 1 7 0.666667 8 5
1868 frowns frown 0.063246 2 6 0.857143 14 5
1869 froze freeze 0.214476 0 5 1 7 4
1870 fruit fruit 0.954987 0 5 1 4 4
1871 fruits fruit 0.69282 0 6 1 4 5
1872 frump frump 0.05 1 5 1 14 5
1873 frumps frump 0.05 1 6 1 14 6
1874 fry fry 0.275681 7 3 1 11 3
1875 fuck fuck 0.05 9 4 0.9375 14 3
1876 fudge fudge 0.209762 3 5 1 14 3
1877 fuel fuel 0.723878 4 4 0.333333 5 3
1878 fuels fuel 0.286356 3 5 0.5 5 4
1879 fug fug 0.05 14 3 1 14 3
1880 fugue fugue 0.189737 0 5 1 14 3
1881 full full 1 14 4 0.272727 2 3
1882 fume fume 0.05 2 4 0.5 14 3
1883 fumes fume 0.228035 1 5 1 8 4
1884 fun fun 1 13 3 1 2 3
1885 fund fund 0.204939 4 4 1 9 4
1886 funds fund 0.32249 2 5 1 9 5
1887 funk funk 0.05 11 4 1 14 4
1888 funks funk 0.05 8 5 1 14 5
1889 funs fun 0.05 15 4 1 14 4
1890 fur fur 0.719722 8 3 1 3 3
1891 furl furl 0.063246 7 4 1 14 4
1892 furled furl 0.1 3 6 1 14 5
1893 furls furl 0.05 5 5 1 14 5
1894 furs fur 0.428952 6 4 1 6 4
1895 fuse fuse 0.209762 4 4 0.6 8 3
1896 fuss fuss 0.223607 7 4 1 8 3
1897 fussed fuss 0.126491 0 6 1 14 4
1898 fuzz fuzz 0.118322 2 4 1 14 3
1899 gab gab 0.05 14 3 1 14 3
1900 gabs gab 0.05 11 4 1 14 4
1901 gad gad 0.063246 17 3 0.842105 14 3
1902 gads gad 0.05 10 4 0.916667 14 4
1903 gaff gaff 0.109545 1 4 1 14 3
1904 gaffe gaffe 0.05 1 5 1 14 3
1905 gaffes gaffe 0.05 0 6 1 14 4
1906 gaffs gaff 0.05 1 5 1 14 4
1907 gag gag 0.063246 19 3 1 14 3
1908 gage gage 0.236643 12 4 1 11 3
1909 gags gag 0.063246 16 4 1 14 4
1910 gain gain 0.588218 6 4 1 5 3
1911 gained gain 0.544059 0 6 1 5 4
1912 gains gain 0.286356 5 5 1 8 4
1913 gait gait 0.189737 4 4 1 11 3
1914 gaits gait 0.05 4 5 1 14 4
1915 gal gal 0.118322 9 3 1 14 3
1916 gale gale 0.232379 17 4 1 10 3
1917 gales gale 0.118322 12 5 1 14 4
1918 gall gall 0.109545 12 4 0.933333 14 3
1919 galls gall 0.141421 9 5 1 14 4
1920 gals gal 0.089443 8 4 1 14 4
1921 game game 1 14 4 1 2 3
1922 games game 0.835464 6 5 1 3 4
1923 gamp gamp 0.05 8 4 0.933333 14 4
1924 gang gang 0.384708 7 4 1 5 4
1925 gangs gang 0.109545 6 5 1 12 5
1926 gap gap 0.303315 19 3 0.958333 6 3
1927 gape gape 0.134164 12 4 1 14 3
1928 gaped gape 0.126491 3 5 1 14 4
1929 gapes gape 0.05 9 5 1 14 4
1930 gaps gap 0.194936 15 4 1 11 4
1931 garb garb 0.1 1 4 1 12 4
1932 garbs garb 0.05 1 5 1 14 5
1933 gas gas 1 12 3 0.142857 3 3
1934 gash gash 0.07746 11 4 0.84 14 3
1935 gasp gasp 0.194936 5 4 0.857143 14 4
1936 gasped gasp 0.371484 0 6 1 5 5
1937 gasps gasp 0.126491 3 5 0.857143 14 5
1938 gat gat 0.05 23 3 0.888889 14 3
1939 gate gate 0.730753 15 4 1 3 3
1940 gates gate 0.36606 9 5 1 5 4
1941 gauche gauche 0.05 0 6 1 14 3
1942 gaud gaud 0.05 1 4 1 14 3
1943 gauds gaud 0.05 0 5 1 14 4
1944 gauge gauge 0.325576 2 5 1 9 3
1945 gaunt gaunt 0.2 6 5 1 12 4
1946 gauze gauze 0.154919 1 5 1 14 3
1947 gave give 1 15 4 0.882353 2 3
1948 gawk gawk 0.07746 1 4 1 14 3
1949 gay gay 0.511859 20 3 0.933333 5 2
1950 gaze gaze 0.279285 12 4 1 5 3
1951 gazed gaze 0.368782 3 5 1 5 4
1952 gear gear 0.4 11 4 0.722222 6 3
1953 gears gear 0.2 7 5 0.692308 7 4
1954 gee gee 0.289828 12 3 1 14 2
1955 gees gee 0.05 10 4 1 14 3
1956 geese goose 0.384708 0 5 0.5 5 3
1957 gel gel 0.109545 6 3 1 14 3
1958 geld geld 0.05 7 4 1 14 4
1959 gels gel 0.05 6 4 1 14 4
1960 gem gem 0.194936 7 3 1 12 3
1961 gems gem 0.189737 6 4 1 11 4
1962 gen gen 0.07746 17 3 1 14 3
1963 gene gene 0.204939 1 4 1 8 3
1964 genes gene 0.272029 1 5 1 7 4
1965 gent gent 0.05 10 4 1 14 4
1966 gents gent 0.07746 5 5 1 14 5
1967 germ germ 0.252982 1 4 1 11 4
1968 germs germ 0.551362 1 5 1 5 5
1969 get get 1 20 3 1 1 3
1970 gets get 1 11 4 1 2 4
1971 ghast ghast 0.05 1 5 1 14 4
1972 ghasts ghast 0.05 1 6 1 14 5
1973 ghat ghat 0.05 5 4 0.888889 14 3
1974 ghats ghat 0.05 3 5 1 14 4
1975 ghee ghee 0.05 2 4 1 14 2
1976 ghees ghee 0.05 1 5 1 14 3
1977 ghost ghost 0.525357 1 5 0.571429 4 4
1978 ghosts ghost 0.309839 1 6 0.6 8 5
1979 ghoul ghoul 0.063246 0 5 0.333333 14 3
1980 ghouls ghoul 0.063246 0 6 0.666667 14 4
1981 gibe gibe 0.05 2 4 1 14 3
1982 gibes gibe 0.05 2 5 1 14 4
1983 gift gift 0.594979 6 4 1 4 4
1984 gifts gift 0.479583 4 5 1 5 5
1985 gig gig 0.05 9 3 1 14 3
1986 gigs gig 0.063246 8 4 1 14 4
1987 gild gild 0.05 7 4 0.25 14 4
1988 gilds gild 0.05 3 5 1 14 5
1989 gill gill 0.126491 15 4 1 14 3
1990 gills gill 0.340588 13 5 1 7 4
1991 gilt gild 0.063246 13 4 1 12 4
1992 gin gin 0.282843 11 3 1 10 3
1993 gins gin 0.063246 9 4 1 14 4
1994 gird gird 0.07746 4 4 1 14 4
1995 girds gird 0.05 3 5 1 14 5
1996 girl girl 1 3 4 1 2 4
1997 girls girl 1 2 5 1 2 5
1998 girt gird 0.05 6 4 1 14 4
1999 girth girth 0.126491 3 5 1 14 4
2000 girths girth 0.05 3 6 1 14 5
2001 gist gist 0.05 7 4 0.9 14 4
2002 gists gist 0.05 5 5 0.875 14 5
2003 give give 1 8 4 0.153846 2 3
2004 gives give 1 7 5 0.0833333 3 4
2005 glad glad 1 3 4 0.842105 2 4
2006 glade glade 0.109545 5 5 1 14 4
2007 glades glade 0.063246 3 6 1 14 5
2008 glance glance 0.509902 0 6 1 5 5
2009 glanced glance 0.477493 0 7 1 4 6
2010 gland gland 0.240832 2 5 0.923077 9 5
2011 glands gland 0.404969 0 6 0.9 6 6
2012 glare glare 0.268328 4 5 0.9 7 4
2013 glass glass 1 3 5 1 2 4
2014 glaze glaze 0.07746 4 5 1 12 4
2015 gleam gleam 0.236643 1 5 1 10 4
2016 glean glean 0.05 2 5 1 14 4
2017 gleaned glean 0.063246 1 7 1 14 5
2018 gleans glean 0.05 1 6 1 14 5
2019 glee glee 0.178885 4 4 1 12 3
2020 glees glee 0.05 3 5 1 14 4
2021 glen glen 0.1 1 4 1 14 4
2022 glens glen 0.07746 1 5 1 14 5
2023 glib glib 0.05 1 4 1 14 4
2024 glide glide 0.236643 3 5 1 11 4
2025 glides glide 0.134164 3 6 1 14 5
2026 glimpse glimpse 0.319374 0 7 1 6 6
2027 glint glint 0.089443 1 5 0.923077 14 5
2028 glitch glitch 0.05 1 6 1 14 5
2029 gloat gloat 0.063246 3 5 1 14 4
2030 gloats gloat 0.05 3 6 1 14 5
2031 glob glob 0.063246 4 4 1 14 4
2032 globe globe 0.745654 2 5 1 5 4
2033 globes globe 0.219089 1 6 1 12 5
2034 globs glob 0.05 4 5 1 14 5
2035 gloom gloom 0.236643 2 5 1 8 4
2036 glooms gloom 0.05 2 6 1 14 5
2037 gloss gloss 0.126491 4 5 0.909091 12 4
2038 glove glove 0.289828 3 5 0.214286 10 4
2039 gloves glove 0.331662 2 6 0.333333 5 5
2040 glow glow 0.451664 6 4 0.62963 5 3
2041 glue glue 0.495984 5 4 0.777778 7 3
2042 glued glue 0.184391 1 5 1 10 4
2043 glues glue 0.089443 5 5 0.875 14 4
2044 glut glut 0.05 3 4 0.8125 14 4
2045 gluts glut 0.05 2 5 1 14 5
2046 gnarl gnarl 0.05 1 5 1 14 4
2047 gnash gnash 0.05 0 5 0.84 14 3
2048 gnashed gnash 0.05 0 7 0.769231 14 4
2049 gnat gnat 0.089443 3 4 0.888889 14 3
2050 gnats gnat 0.134164 3 5 1 14 4
2051 gnaw gnaw 0.167332 1 4 1 14 2
2052 gnawed gnaw 0.184391 0 6 1 14 3
2053 gnaws gnaw 0.07746 1 5 1 14 3
2054 gnome gnome 0.05 0 5 0.75 14 3
2055 gnomes gnome 0.05 0 6 0.857143 14 4
2056 gnu gnu 0.05 0 3 1 14 2
2057 gnus gnu 0.05 0 4 0.25 14 3
2058 go go 1 7 2 0.75 1 2
2059 goad goad 0.05 10 4 0.833333 14 3
2060 goads goad 0.05 9 5 1 14 4
2061 goal goal 0.505964 4 4 1 5 3
2062 goals goal 0.328634 4 5 1 6 4
2063 goat goat 0.509902 8 4 1 6 3
2064 goats goat 0.444972 8 5 1 5 4
2065 gob gob 0.063246 16 3 1 14 3
2066 gobs gob 0.05 13 4 1 14 4
2067 god god 0.5 13 3 1 3 3
2068 gods god 0.6 10 4 1 4 4
2069 goes go 1 10 4 0.818182 2 3
2070 gold gold 1 12 4 1 2 4
2071 golds gold 0.05 7 5 1 14 5
2072 golf golf 0.32249 4 4 0.5 8 4
2073 golfs golf 0.05 2 5 1 14 5
2074 gong gong 0.209762 3 4 1 14 4
2075 gongs gong 0.089443 2 5 1 14 5
2076 goo goo 0.05 11 3 1 14 2
2077 good good 1 10 4 0.363636 1 3
2078 goods goods 0.916515 8 5 0.333333 4 4
2079 goof goof 0.07746 8 4 0.714286 14 3
2080 goon goon 0.05 10 4 1 14 3
2081 goons goon 0.05 7 5 1 14 4
2082 goos goo 0.05 11 4 1 14 3
2083 goose goose 0.60663 5 5 0.833333 6 3
2084 gore gore 0.07746 9 4 1 14 3
2085 gores gore 0.05 5 5 1 14 4
2086 gorge gorge 0.141421 3 5 1 11 4
2087 gorse gorse 0.063246 4 5 1 14 4
2088 gos go 0.05 7 3 1 14 3
2089 got get 1 17 3 1 1 3
2090 gouge gouge 0.161245 2 5 1 14 3
2091 gouged gouge 0.1 0 6 1 14 4
2092 gourd gourd 0.184391 0 5 1 14 4
2093 gourds gourd 0.194936 0 6 1 14 5
2094 gout gout 0.063246 7 4 1 14 3
2095 gouts gout 0.05 6 5 1 14 4
2096 gown gown 0.223607 3 4 0.888889 8 3
2097 gowns gown 0.134164 2 5 0.857143 11 4
2098 grab grab 0.382099 6 4 1 5 4
2099 grabbed grab 0.56745 0 7 1 3 5
2100 grabs grab 0.161245 5 5 1 14 5
2101 grace grace 0.331662 7 5 1 5 4
2102 grad grad 0.063246 8 4 0.842105 14 4
2103 grade grade 0.591608 8 5 1 4 4
2104 grades grade 0.352136 5 6 1 6 5
2105 grads grad 0.05 7 5 0.916667 14 5
2106 graft graft 0.1 3 5 0.888889 14 5
2107 grafts graft 0.05 3 6 1 14 6
2108 grail grail 0.05 3 5 1 14 4
2109 grails grail 0.05 2 6 1 14 5
2110 grain grain 0.824621 5 5 1 4 4
2111 grains grain 0.532916 5 6 1 5 5
2112 gram gram 0.161245 8 4 1 10 4
2113 grams gram 0.240832 6 5 1 9 5
2114 grand grand 0.466905 4 5 0.923077 4 5
2115 grange grange 0.05 1 6 1 14 5
2116 grant grant 0.248998 3 5 0.9 5 5
2117 grants grant 0.161245 2 6 1 11 6
2118 grape grape 0.189737 9 5 1 11 4
2119 grapes grape 0.4 7 6 1 6 5
2120 graph graph 0.870632 1 5 1 5 4
2121 graphs graph 0.368782 1 6 1 9 5
2122 grasp grasp 0.371484 1 5 0.857143 6 5
2123 grasped grasp 0.248998 0 7 1 11 6
2124 grasps grasp 0.063246 0 6 0.857143 14 6
2125 grass grass 1 8 5 1 2 4
2126 grate grate 0.1 6 5 1 14 4
2127 grates grate 0.05 4 6 1 14 5
2128 grave grave 0.394968 8 5 0.882353 5 4
2129 graves grave 0.148324 5 6 1 10 5
2130 gray gray 0.956033 9 4 0.933333 2 3
2131 graze graze 0.303315 8 5 1 7 4
2132 grazed graze 0.204939 1 6 1 10 5
2133 grease grease 0.331662 1 6 0.571429 6 4
2134 great great 1 3 5 0.0526316 2 4
2135 greaves greave 0.05 0 7 1 14 5
2136 greed gree 0.154919 4 5 1 12 4
2137 greeds greed 0.05 3 6 1 14 5
2138 green green 1 3 5 1 2 4
2139 greet greet 0.289828 3 5 1 5 4
2140 greets greet 0.126491 1 6 1 14 5
2141 grew grow 1 5 4 0.730769 2 3
2142 grey grey 0.252982 3 4 0.875 5 3
2143 grid grid 0.204939 5 4 1 9 4
2144 grids grid 0.1 4 5 1 14 5
2145 grief grief 0.309839 1 5 1 6 4
2146 griefs grief 0.089443 1 6 1 14 5
2147 grieve grieve 0.126491 0 6 0.666667 14 4
2148 grieved grieve 0.154919 1 7 1 12 5
2149 grieves grieve 0.05 1 7 0.666667 14 5
2150 grill grill 0.126491 4 5 1 14 4
2151 grille grille 0.05 1 6 1 14 4
2152 grilles grille 0.05 0 7 1 14 5
2153 grills grill 0.05 4 6 1 14 5
2154 grim grim 0.303315 8 4 1 7 4
2155 grime grime 0.1 3 5 1 14 4
2156 grimed grime 0.05 1 6 1 14 5
2157 grimes grime 0.05 3 6 1 14 5
2158 grin grin 0.387298 5 4 1 5 4
2159 grind grind 0.275681 2 5 0.888889 7 5
2160 grinds grind 0.05 0 6 0.857143 14 6
2161 grinned grin 0.489898 0 7 1 4 5
2162 grins grin 0.219089 5 5 1 14 5
2163 grip grip 0.303315 6 4 1 5 4
2164 gripe gripe 0.05 5 5 1 14 4
2165 gripes gripe 0.063246 4 6 1 14 5
2166 grips grip 0.1 6 5 1 13 5
2167 grist grist 0.05 1 5 0.9 14 5
2168 grists grist 0.05 1 6 0.875 14 6
2169 grit grit 0.134164 7 4 1 14 4
2170 grits grits 0.1 5 5 0.952381 14 5
2171 groan groan 0.228035 2 5 1 12 4
2172 groaned groan 0.306594 0 7 1 5 5
2173 groans groan 0.167332 2 6 1 12 5
2174 groat groat 0.05 4 5 1 14 4
2175 groats groat 0.05 2 6 1 14 5
2176 grog grog 0.063246 3 4 1 14 4
2177 groin groin 0.05 2 5 1 14 4
2178 groins groin 0.05 2 6 1 14 5
2179 groom groom 0.2 2 5 1 11 4
2180 grooms groom 0.07746 2 6 1 14 5
2181 groove groove 0.328634 0 6 1 11 4
2182 grooves groove 0.293258 0 7 0.5 10 5
2183 grope grope 0.1 4 5 1 14 4
2184 groped grope 0.161245 1 6 1 14 5
2185 gropes grope 0.063246 4 6 1 14 5
2186 gross gross 0.252982 5 5 0.0909091 9 4
2187 grot grot 0.05 4 4 1 14 4
2188 grouch grouch 0.05 1 6 0.875 14 4
2189 ground grind 1 0 6 1 2 5
2190 group group 1 2 5 0.8 2 4
2191 groups group 1 0 6 0.666667 3 5
2192 grouse grouse 0.178885 0 6 0.888889 10 4
2193 grout grout 0.05 3 5 1 14 4
